店舗kintone,経度,緯度,DM店舗名,住所,shop_id,アナスロ店舗名,都道府県,ホールナビ店舗名
P09955,134.550958,34.0867948,ミリオン中吉野店,徳島県徳島市中吉野町4丁目1番地41,9955,ミリオン中吉野店,徳島県,ミリオン中吉野店
P08032,135.562033,34.7804303,123摂津店,大阪府摂津市鶴野2-2-9,8032,123摂津店,大阪府,123摂津店
P12114,134.555091,34.057147,123南昭和店,徳島県徳島市南昭和町2-28-3,12454,123南昭和店,徳島県,123南昭和店
P11409,129.858153,33.2620084,ワンダーランド伊万里店,佐賀県伊万里市二里町大里乙111,11409,ワンダーランド伊万里店,佐賀県,ワンダーランド伊万里店
P09568,133.904531,34.6159756,123藤田店,岡山県岡山市南区藤田673-22,9568,123藤田店,岡山県,123藤田店
P10784,130.985264,33.7934387,MGM苅田店,福岡県京都郡苅田町幸町6-8,10784,MGM苅田店,福岡県,MGM苅田店
P12361,136.243446,36.0741691,マルハン福井店,福井県福井市丸山1丁目107番,12722,マルハン福井店,福井県,マルハン福井店
P12361,136.243446,36.0741691,マルハン福井店,福井県福井市丸山1丁目107番,12722,マルハン福井大和田店,福井県,マルハン福井店
P08031,135.564642,34.78345,マルハン摂津店,大阪府摂津市鶴野4-22-32,8031,マルハン摂津店,大阪府,マルハン摂津店
P11412,129.868528,33.276339,ディー・ツー,佐賀県伊万里市二里町八谷搦1276,11412,ディー・ツー,佐賀県,ディー・ツー
P09572,133.937835,34.6277287,123浜野店,岡山県岡山市南区浜野2-10-48,9572,123浜野店,岡山県,123浜野店
P09481,132.758707,34.387117,ビクトリー新幹線駅前店,広島県東広島市三永町2-2-1,9481,ビクトリー新幹線駅前店,広島県,ビクトリー新幹線駅前店
P11413,129.842986,33.28168,玉屋伊万里店,佐賀県伊万里市東山代町長浜2217－1,11413,玉屋伊万里店,佐賀県,玉屋伊万里店
P11901,134.539359,34.086137,スロット123田宮店,徳島県徳島市南田宮3-1-8,12212,スロット123田宮店,徳島県,スロット123田宮店
P10428,130.406521,33.589941,玉屋本店,福岡県福岡市中央区春吉3-12-1,10428,玉屋本店,福岡県,玉屋本店
P10182,133.304223,33.9655813,Super nikko,愛媛県新居浜市郷1-2-2,10182,Super nikko,愛媛県,Super nikko
P07777,135.358495,34.4338925,マルハン貝塚店,大阪府貝塚市畠中2丁目28-1,7777,マルハン貝塚店,大阪府,マルハン貝塚店
P07945,135.549751,34.5584366,スロット123松原店,大阪府松原市丹南1-334-2,7945,スロット123松原店,大阪府,スロット123松原店
P09265,132.459482,34.3602639,宇品グランドパレス,広島県広島市南区宇品西3-8-39,9265,宇品グランドパレス,広島県,宇品グランドパレス
P07778,135.371782,34.4476573,スロット123貝塚店,大阪府貝塚市久保1-28-1,7778,スロット123貝塚店,大阪府,スロット123貝塚店
P11422,130.086374,33.1053826,ワンダーランド鹿島店,佐賀県鹿島市大字高津原字三本松3191番地1　外19筆,11422,ワンダーランド鹿島店,佐賀県,ワンダーランド鹿島店
P09478,132.746356,34.4238594,ビクトリー本店,広島県東広島市西条御条町3-2,9478,ビクトリー本店,広島県,ビクトリー本店
P06729,136.670472,34.49302,ハワイ伊勢店,三重県伊勢市上地町829－2,6729,ハワイ伊勢店,三重県,ハワイ伊勢店
P09271,132.491443,34.3875239,ジャンボマックス大州店,広島県広島市南区大州1-1-16,9271,ジャンボマックス大州店,広島県,ジャンボマックス大州店
P07136,135.386578,35.461538,ヤング舞鶴店,京都府舞鶴市森町大田野441,7136,ヤング舞鶴店,京都府,ヤング舞鶴店
P07131,135.133497,35.2905868,ダラム800,京都府福知山市字堀小字下高田2347番地,7131,ダラム800,京都府,ダラム800
P00775,139.838021,35.7170074,キコーナ平井店,東京都江戸川区平井7-7-9,775,キコーナ平井店,東京都,キコーナ平井店
P10063,133.291352,33.4082775,セントラルディーボ須崎店,高知県須崎市桐間西66,10063,セントラルディーボ須崎店,高知県,セントラルディーボ須崎店
P09605,133.77023,34.5993932,オールスター25倉敷店,岡山県倉敷市阿知2-1-10,9605,オールスター25倉敷店,岡山県,オールスター25倉敷店
P10838,131.438975,31.9616016,ワンダーランド宮崎芳士店,宮崎県宮崎市芳士736,10838,ワンダーランド宮崎芳士店,宮崎県,ワンダーランド宮崎芳士店
P12485,130.924628,31.3408977,ひばり肝付店,鹿児島県肝属郡肝付町後田2571-1,12868,ひばり肝付店,鹿児島県,ひばり肝付店
P12708,133.928663,34.6367404,nikko十日市店,岡山県岡山市北区十日市中町15-70,13131,nikko十日市店,岡山県,nikko十日市店
P10801,131.472794,32.008841,パーラーエービーシー佐土原店,宮崎県宮崎市佐土原町下那珂3507-4,10801,パーラーエービーシー佐土原店,宮崎県,パーラーエービーシー佐土原店
P10140,132.751393,33.8845773,クラブコロンボ松山店,愛媛県松山市平田町93-2,10140,クラブコロンボ松山店,愛媛県,クラブコロンボ松山店
P10140,132.751393,33.8845773,クラブコロンボ松山店,愛媛県松山市平田町93-2,10140,クラブコロンボ松山店,愛媛県,クラブコロンボ新居浜店
P07165,135.784588,34.906923,エンターテイメントオメガ槇島,京都府宇治市槇島町中川原207,7165,エンターテイメントオメガ槇島,京都府,エンターテイメントオメガ槇島
P08069,135.628987,34.7000505,123東大阪店,大阪府東大阪市加納5-9-20,8069,123東大阪店,大阪府,123東大阪店
P10127,132.725638,33.8572491,ゴーゴーマルサン古三津店,愛媛県松山市古三津1-4-1,10127,ゴーゴーマルサン古三津店,愛媛県,ゴーゴーマルサン古三津店
P08080,135.624282,34.6795084,ミクちゃんアリーナ東大阪店,大阪府東大阪市吉田本町3-5-25,8080,ミクちゃんアリーナ東大阪店,大阪府,ミクちゃんアリーナ東大阪店
P10122,132.786861,33.7924711,クラブコロンボ森松店,愛媛県松山市井門町185-1,10122,クラブコロンボ森松店,愛媛県,クラブコロンボ森松店
P08058,135.565848,34.6384827,マルハンきずり店,大阪府東大阪市衣摺六丁目１３番１５号,8058,マルハンきずり店,大阪府,マルハンきずり店
P10135,132.725517,33.8268413,大盛空港通り店,愛媛県松山市高岡町64,10135,大盛空港通り店,愛媛県,大盛空港通り店
P08082,135.588705,34.6814774,キコーナ東大阪店,大阪府東大阪市長田中3-1-29,8082,キコーナ東大阪店,大阪府,キコーナ東大阪店
P08105,135.275414,34.3750315,マルハン泉南店,大阪府泉南市中小路3丁目5番10号,8105,マルハン泉南店,大阪府,マルハン泉南店
P08072,,,ガリバー東大阪店,大阪府東大阪市川田四丁目1番68号,8072,ガリバー東大阪店,大阪府,ガリバー東大阪店
P10856,131.076548,31.717621,がちゃぽん都城店,宮崎県都城市早鈴町1946-1,10856,がちゃぽん都城店,宮崎県,がちゃぽん都城店
P11760,135.60991,34.675573,がちゃぽん菱江店,大阪府東大阪市菱江4-7-29,12121,がちゃぽん菱江店,大阪府,がちゃぽん菱江店
P08070,135.593543,34.6702955,マルハン東大阪店,大阪府東大阪市御厨東二丁目１４番６号,8070,マルハン東大阪店,大阪府,マルハン東大阪店
P10861,131.090233,31.7669439,グッドラック,宮崎県都城市都北町6005-3,10861,グッドラック,宮崎県,グッドラック
P09433,133.259513,34.4484828,Ｐｌｕｓ－２（プラスツー）,広島県福山市松永町4-13-24,9433,Plus-2(プラスツー),広島県,Plus-2(プラスツー)
P11011,130.875528,31.359829,パーラー大丸川西店,鹿児島県鹿屋市川西町4444-5,11011,パーラー大丸川西店,鹿児島県,パーラー大丸川西店
P10846,131.05126,31.7872089,パーラーオーシャン谷頭駅前店,宮崎県都城市菓子野町10341-1,10846,パーラーオーシャン谷頭駅前店,宮崎県,パーラーオーシャン谷頭駅前店
P09462,133.019213,34.849423,ビクトリー庄原店,広島県庄原市板橋町180,9462,ビクトリー庄原店,広島県,ビクトリー庄原店
P08071,135.568902,34.6685732,マルハン布施店,大阪府東大阪市長堂３丁目２４番２０号,8071,マルハン布施店,大阪府,マルハン布施店
P09412,133.363442,34.5465747,ＲｏｓｅＧａｒｄｅｎ　ローズガーデン,広島県福山市神辺町十九軒屋字三ノ丁234-1,9412,RoseGarden ローズガーデン,広島県,RoseGarden ローズガーデン
P10867,131.654259,32.5852129,西の丸古川店,宮崎県延岡市古川町614-1,10867,西の丸古川店,宮崎県,西の丸古川店
P11078,131.008439,31.6414487,アスリート・アリーナ,鹿児島県曽於市末吉町二之方5159－1,11078,アスリート・アリーナ,鹿児島県,アスリート・アリーナ
P09086,134.206293,35.5195786,ワールドカップ鳥取店,鳥取県鳥取市南隈827,9086,ワールドカップ鳥取店,鳥取県,ワールドカップ鳥取店
P10488,130.347886,33.549661,MJアリーナ干隈店,福岡県福岡市早良区干隈6-8-12,10488,MJアリーナ干隈店,福岡県,MJアリーナ干隈店
P09091,134.202871,35.5202032,ＵＦＯ秋里,鳥取県鳥取市南隈876,9091,UFO秋里,鳥取県,UFO秋里
P09471,132.711341,34.446585,ビクトリー磯松店,広島県東広島市八本松東3-3-25,9471,ビクトリー磯松店,広島県,ビクトリー磯松店
P10459,130.320607,33.557417,アウトバーンブリッツ,福岡県福岡市西区橋本2-14-14,10459,アウトバーンブリッツ,福岡県,アウトバーンブリッツ
P09881,133.823206,34.2823654,マルハン丸亀店,香川県丸亀市飯野町東二字新田１７９０番地,9881,マルハン丸亀店,香川県,マルハン丸亀店
P10474,130.355853,33.567136,荒江プラザ,福岡県福岡市城南区飯倉1-6-37,10474,荒江プラザ,福岡県,荒江プラザ
P10471,130.378893,33.559428,MJ長尾,福岡県福岡市城南区長尾1-14-20,10471,MJ長尾,福岡県,MJ長尾
P09126,133.842223,35.441742,UFO倉吉,鳥取県倉吉市見日町223,9126,UFO倉吉,鳥取県,UFO倉吉
P09879,133.818091,34.2813272,アトラスアイゼン,香川県丸亀市土器町4-27-1,9879,アトラスアイゼン,香川県,アトラスアイゼン
P02008,141.102195,39.750616,ジャムフレンドクラブ滝沢店,岩手県滝沢市土沢310-3,2008,ジャムフレンドクラブ滝沢,岩手県,ジャムフレンドクラブ滝沢
P10546,130.880426,33.8862509,ＳＬＯＴ　ＲＡＶＥ　ＶＯＧＵＥ,福岡県北九州市小倉北区京町2-2-16,10546,SLOT RAVE VOGUE,福岡県,SLOT RAVE VOGUE
P12519,138.224225,36.4140427,がちゃぽん上田店,長野県上田市秋和331番地1,12936,がちゃぽん上田店,長野県,がちゃぽん上田店
P09895,133.86872,34.325785,カリビアンクルーズ,香川県坂出市江尻町字江尻新開1720-10,9895,カリビアンクルーズ,香川県,カリビアンクルーズ
P09227,132.441328,34.3858478,ハイパーハリウッド,広島県広島市中区舟入本町9-30,9227,ハイパーハリウッド,広島県,ハイパーハリウッド
P12532,141.616468,39.0302817,カネマン陸前高田,岩手県陸前高田市竹駒町字十日市場307,12923,カネマン陸前高田,岩手県,カネマン陸前高田
P01971,141.185358,38.827624,遊スポットボンボン,岩手県一関市花泉町涌津字下原24-1,1971,遊スポットボンボン,岩手県,遊スポットボンボン
P12562,135.152806,34.2529697,ＬＯＶＥ延時店,和歌山県和歌山市延時6-2,12965,LOVE延時店,和歌山県,LOVE延時店
P09909,134.351882,34.243385,ズームイン,香川県東かがわ市白鳥185－1,9909,ズームイン,香川県,ズームイン
P12529,139.109977,35.3161894,アビバ南足柄店,神奈川県南足柄市狩野123,12920,アビバ南足柄店,神奈川県,アビバ南足柄店
P01966,141.117996,38.936865,WINS一関,岩手県一関市山目大槻51,1966,WINS一関,岩手県,WINS一関
P10515,130.815269,33.8938221,がちゃぽん戸畑店,福岡県北九州市戸畑区牧山新町3-5,10515,がちゃぽん戸畑店,福岡県,がちゃぽん戸畑店
P12510,140.459084,40.6272654,マルハン弘前石渡店,青森県弘前市大字石渡三丁目5番2,12900,マルハン弘前石渡店,青森県,マルハン弘前石渡店
P09995,134.554239,34.1190679,ミリオン北島店,徳島県板野郡北島町鯛浜中須50-1,9995,ミリオン北島店,徳島県,ミリオン北島店
P12399,133.990967,34.6825405,マルハン東岡山店,岡山県岡山市中区下454番地1,12761,マルハン東岡山店,岡山県,マルハン東岡山店
P04943,139.46475,35.4830709,パールショップともえ大和560,神奈川県大和市深見東3-1-8,4943,パールショップともえ大和560,神奈川県,パールショップともえ大和560
P11667,127.98301,26.6093281,ファラオ,沖縄県名護市為又904－13,11667,ファラオ名護店,沖縄県,ファラオ名護店
P01921,141.947335,39.639192,WINS宮古,岩手県宮古市宮町1-1-20,1921,WINS宮古,岩手県,WINS宮古
P11638,127.686165,26.2315877,プレイランド名宝那覇店,沖縄県那覇市天久2-6-8,11638,プレイランド名宝那覇店,沖縄県,プレイランド名宝那覇店
P09962,134.593434,34.1613738,ミリオン鳴門店,徳島県鳴門市大津町木津野字東辰己13-1,9962,ミリオン鳴門店,徳島県,ミリオン鳴門店
P09974,134.362152,34.0683867,ミリオン鴨島店,徳島県吉野川市鴨島町上下島7-1,9974,ミリオン鴨島店,徳島県,ミリオン鴨島店
P10598,130.510832,33.304103,MJアリーナ久留米店,福岡県久留米市津福本町256-4,10598,MJアリーナ久留米店,福岡県,MJアリーナ久留米店
P07662,135.537733,34.5584263,ARROW中環堺店,大阪府堺市北区中村町465-1,7662,ARROW中環堺店,大阪府,ARROW中環堺店
P10062,133.44147,33.4952518,セントラル土佐店,高知県土佐市高岡町甲221-1,10062,セントラル土佐店,高知県,セントラル土佐店
P10610,130.523176,33.3260461,A’PEX東櫛原店,福岡県久留米市東櫛原町2855-6,10610,A’PEX東櫛原店,福岡県,A’PEX東櫛原店
P08079,135.642058,34.6875927,マルハン中石切店,大阪府東大阪市中石切町５丁目７番２８号,8079,マルハン中石切店,大阪府,マルハン中石切店
P10079,133.697252,33.5575147,ミリオン野市店,高知県香南市野市町西野2210-1,10079,ミリオン野市店,高知県,ミリオン野市店
P12398,135.614568,34.8332776,マルハン高槻店,大阪府高槻市南庄所町24番6号,12760,マルハン高槻店,大阪府,マルハン高槻店
