イベント日,都道府県,店舗名,取材名,取材ランク,媒体名,latitude,longitude
2023-12-09,埼玉県,新！ガーデン西浦和,英雄の軌跡(DMM),S,DMMぱちタウン,35.845966,139.625641
2023-12-09,埼玉県,新！ガーデン西浦和,ガチアンケート虹色,B,ガチアン,35.845966,139.625641
2023-12-09,埼玉県,新！ガーデン西浦和,黒バラの超玉,A,ジャンバリ.TV,35.845966,139.625641
2023-12-09,埼玉県,新！ガーデン西浦和,えびまる来店,B,その他取材・企画,35.845966,139.625641
2023-12-09,埼玉県,新！ガーデン西浦和,全体分析,A,ななライズ,35.845966,139.625641
2023-12-09,埼玉県,新！ガーデン西浦和,裏店長解析(虹バナー),S,裏店長ミリオネア,35.845966,139.625641
2023-12-09,埼玉県,第一プラザ西浦和店,わんだふるP,・,DMMぱちタウン,35.856575,139.62413
2023-12-09,埼玉県,第一プラザ霞ヶ関店,わんだふるP,・,DMMぱちタウン,35.930065,139.431625
2023-12-09,東京都,TOYOHALL,アナスロ予測(赤),A,アナスロ,35.66951,139.810669
2023-12-09,東京都,キコーナ平井店,リニューアル(3日目),・,リニューアルオープン,35.716667,139.838074
2023-12-09,東京都,ゴードン永山店,週末POP掲載(ゴードン永山),C,店舗傾向分析,35.631168,139.447861
2023-12-09,東京都,コトブキプラスα鹿浜店,グランドオープン(1日目),S,グランドオープン,,
2023-12-09,東京都,コトブキプラス大師店,とあるえむパチ来店,・,その他取材・企画,35.777832,139.781097
2023-12-09,東京都,ジャラン谷在家店,尾澤るな来店,・,その他取材・企画,35.790138,139.770477
2023-12-09,東京都,パチンコヒロキ蒲田3号店,ランキン,・,パチスロ必勝本,35.563725,139.715622
2023-12-09,東京都,ピーアーク三田,アナスロ予測(紫),A,アナスロ,35.648113,139.746445
2023-12-09,東京都,マルハン日野店,北島ひかり来店,・,その他取材・企画,35.687389,139.378281
2023-12-09,東京都,レッドロック学芸大学駅前店,レッドリボン9の日ポスター掲載(レッドロック学芸大学),・,店舗傾向分析,35.629139,139.685654
2023-12-09,神奈川県,123横浜西口店,和珠のてくてくパチンコ道,・,スクープTV,35.465633,139.619049
2023-12-09,神奈川県,123横浜西口店,ドカ積みドリーム,C,スクープTV,35.465633,139.619049
2023-12-09,神奈川県,123横浜西口店,カチ盛りドリーム,B,スクープTV,35.465633,139.619049
2023-12-09,神奈川県,BEES鶴ヶ峰店,スロッター×スロッター,C,パチンコ店長のホール攻略,35.474747,139.547195
2023-12-09,神奈川県,HAPPYGFUJISAWA,スロッター×パチンカー,C,パチンコ店長のホール攻略,35.340328,139.487595
2023-12-09,神奈川県,PIA金沢八景店,ぶっ通し7days調査,・,スロットイベ日調査隊Ｚ,35.332264,139.621521
2023-12-09,神奈川県,アビバ上大岡店,プレミアムジャッジメントS,B,アツ姫,35.40963,139.595871
2023-12-09,神奈川県,アビバ上大岡店,プレミアムジャッジメントP,B,アツ姫,35.40963,139.595871
2023-12-09,神奈川県,アビバ横須賀中央店,プレミアムジャッジメントS,B,アツ姫,35.279995,139.670624
2023-12-09,神奈川県,アビバ横須賀中央店,プレミアムジャッジメントP,B,アツ姫,35.279995,139.670624
2023-12-09,神奈川県,アビバ横須賀中央店,アツ姫来店,A,アツ姫,35.279995,139.670624
2023-12-09,神奈川県,アビバ横須賀中央店,甲鉄城のレポート,・,爆ガチ!,35.279995,139.670624
2023-12-09,神奈川県,アビバ横須賀中央店,Re:レポから始めるパチンコ取材,・,爆ガチ!,35.279995,139.670624
2023-12-09,神奈川県,アビバ湘南台店,パチギョウテン,C,ギョウテン【関激】,35.397129,139.466766
2023-12-09,神奈川県,アビバ湘南台店,ギョウテン,A,ギョウテン【関激】,35.397129,139.466766
2023-12-09,神奈川県,アビバ綱島南店,プレミアムジャッジメントS,B,アツ姫,35.529091,139.633621
2023-12-09,神奈川県,アビバ綱島樽町店,プレミアムジャッジメントS,B,アツ姫,35.531502,139.643082
2023-12-09,神奈川県,アビバ綱島樽町店,プレミアムジャッジメントP,B,アツ姫,35.531502,139.643082
2023-12-09,神奈川県,アビバ綱島樽町店,足立める来店,・,その他取材・企画,35.531502,139.643082
2023-12-09,神奈川県,エスパス日拓溝の口駅前新館,れあこいん,B,DMMぱちタウン,35.600746,139.610901
2023-12-09,神奈川県,エスパス日拓溝の口駅前本館,れあこいん,B,DMMぱちタウン,35.600746,139.610901
2023-12-09,神奈川県,エムアンドエム綱島,アニマル×スロッター,C,パチンコ店長のホール攻略,35.536236,139.63501
2023-12-09,神奈川県,ガイアネクスト保土ヶ谷スロット館,ドリスロ,・,ドリスロ,35.447063,139.599106
2023-12-09,神奈川県,ガイア川崎スロット専門店,ドリスロ,・,ドリスロ,35.528378,139.69873
2023-12-09,神奈川県,キコーナ仲町台店,電撃のぬん来店,・,縁結び,35.536045,139.589859
2023-12-09,神奈川県,キコーナ伊勢佐木店,実践来店,A,ミリテレ,35.443298,139.6297
2023-12-09,神奈川県,キコーナ伊勢佐木店,ぱちわかめ来店,・,縁結び,35.443298,139.6297
2023-12-09,神奈川県,キコーナ相武台店,ジャッジメントS,C,アツ姫,35.500023,139.40834
2023-12-09,神奈川県,キコーナ茅ヶ崎店,万太郎,B,グーパチ,35.329372,139.390137
2023-12-09,神奈川県,キコーナ鶴見中央店,シーナ。(gooパチ),B,グーパチ,35.51202,139.684464
2023-12-09,神奈川県,くいーぷ東戸塚店,スゴろく！サンゴ,A,DMMぱちタウン,35.428448,139.558563
2023-12-09,神奈川県,くいーぷ東戸塚店,スゴろく！,A,DMMぱちタウン,35.428448,139.558563
2023-12-09,神奈川県,グランドアクア,ジャッジメントS,C,アツ姫,35.339668,139.624023
2023-12-09,神奈川県,グランドアクア,ジャッジメントP,・,アツ姫,35.339668,139.624023
2023-12-09,神奈川県,グランドアクア,スロッター×パチンカー,C,パチンコ店長のホール攻略,35.339668,139.624023
2023-12-09,神奈川県,グランドアクア,ジャグラーシリーズポスター掲載(グランドアクア),・,店舗傾向分析,35.339668,139.624023
2023-12-09,神奈川県,グランドホール港南店,トリスタアカデミア(ブルー),・,トリプルスター,35.379475,139.570633
2023-12-09,神奈川県,グランドホール港南店,トリスタアカデミア(グリーン),・,トリプルスター,35.379475,139.570633
2023-12-09,神奈川県,グランドホール港南店,トリスタアカデミア(イエロー),・,トリプルスター,35.379475,139.570633
2023-12-09,神奈川県,グランドホール金目店,スゴろく！サンゴ,A,DMMぱちタウン,35.360237,139.300613
2023-12-09,神奈川県,グランドホール金目店,スゴろく！,A,DMMぱちタウン,35.360237,139.300613
2023-12-09,神奈川県,グランドホール金目店,ハイローテ7,・,パチエース,35.360237,139.300613
2023-12-09,神奈川県,グランドホール長後店,スロッター×スロッターSMART,・,パチンコ店長のホール攻略,35.419907,139.462418
2023-12-09,神奈川県,クリエ十日市場店,あゆみなな来店,A,その他取材・企画,35.526009,139.517807
2023-12-09,神奈川県,ザシティ/ベルシティ川崎店,TRI,B,アツ姫,35.529381,139.698776
2023-12-09,神奈川県,ジアスセンター南,ガチアンケート虹色,B,ガチアン,35.543774,139.570389
2023-12-09,神奈川県,ジアスセンター南,GOGOスロット,・,ジャンバリ.TV,35.543774,139.570389
2023-12-09,神奈川県,ジャパンニューアルファ相模原南店,イナズマ広告(キリン),・,イナズマ店長,35.538811,139.433533
2023-12-09,神奈川県,ジャパンニューアルファ藤沢店,ガチアンケート赤色,C,ガチアン,35.383286,139.474609
2023-12-09,神奈川県,スーパーDステーション座間,ぶっ通し7days調査,・,スロットイベ日調査隊Ｚ,35.480667,139.431793
2023-12-09,神奈川県,スーパーDステーション座間,スロ子来店,A,スロパチステーション,35.480667,139.431793
2023-12-09,神奈川県,スーパーDステーション座間,土曜日スロット配置変更(スーパーDステーション座間),C,店舗傾向分析,35.480667,139.431793
2023-12-09,神奈川県,スーパーDステーション座間,3と9の付く日(Dステーション系列),C,店舗傾向分析,35.480667,139.431793
2023-12-09,神奈川県,スクランブル田谷店,スロッター×スロッター30,C,パチンコ店長のホール攻略,35.370346,139.523087
2023-12-09,神奈川県,センター北サンコー,ガチアンケート金色,C,ガチアン,35.555866,139.580765
2023-12-09,神奈川県,タイガー7綱島店,真×スロッター,B,パチンコ店長のホール攻略,35.536274,139.633423
2023-12-09,神奈川県,ドキわくランド愛川店,英雄の軌跡(DMM),S,DMMぱちタウン,35.506649,139.345825
2023-12-09,神奈川県,ドキわくランド愛川店,ぱちタウンタレント来店(あさくら),・,DMMぱちタウン,35.506649,139.345825
2023-12-09,神奈川県,トワーズ大和深見店1120,終末への挑戦,C,DMMぱちタウン,35.476692,139.461472
2023-12-09,神奈川県,トワーズ大和深見店1120,スコーピオン取材 三重丸,・,DMMぱちタウン,35.476692,139.461472
2023-12-09,神奈川県,トワーズ相模原店,Dynamite取材 暴走MISSION取材,・,DMMぱちタウン,35.593765,139.361862
2023-12-09,神奈川県,トワーズ麻溝台店,降臨シリーズ テミス,C,DMMぱちタウン,35.524609,139.399521
2023-12-09,神奈川県,トワーズ麻溝台店,スコーピオン取材 八咫烏,C,DMMぱちタウン,35.524609,139.399521
2023-12-09,神奈川県,トワーズ麻溝台店,スコーピオン取材 アツ盛,C,DMMぱちタウン,35.524609,139.399521
2023-12-09,神奈川県,ニューパレス,プレミアム×パチンカー,B,パチンコ店長のホール攻略,35.599308,139.614105
2023-12-09,神奈川県,ニューリッチランド,昇天チャレンジ,・,えいりヤン,35.238705,139.691772
2023-12-09,神奈川県,パールショップともえ淵野辺店,プレミアムジャッジメントS,B,アツ姫,35.568722,139.398209
2023-12-09,神奈川県,パールショップともえ淵野辺店,プレミアムジャッジメントP,B,アツ姫,35.568722,139.398209
2023-12-09,神奈川県,パールショップともえ淵野辺店,覇気(ともえ系列),A,店舗傾向分析,35.568722,139.398209
2023-12-09,神奈川県,パチスロエムアンドエム,サプライズスロッター,S,パチンコ店長のホール攻略,35.599308,139.614105
2023-12-09,神奈川県,パラッツォ湘南台店,四暗刻,C,BASHtv,35.395676,139.46637
2023-12-09,神奈川県,パラッツォ湘南台店,三暗刻,C,BASHtv,35.395676,139.46637
2023-12-09,神奈川県,パラッツォ湘南台店,よっしー社長の厳選ホール,A,よっしー社長プロデュース,35.395676,139.46637
2023-12-09,神奈川県,パラッツォ湘南台店,パチフェッショナル,C,よっしー社長プロデュース,35.395676,139.46637
2023-12-09,神奈川県,パラッツォ湘南台店,スロフェッショナル,・,よっしー社長プロデュース,35.395676,139.46637
2023-12-09,神奈川県,パラッツォ湘南台店,パラショウジャッジ返しPOP掲載(パラッツォ湘南台),・,店舗傾向分析,35.395676,139.46637
2023-12-09,神奈川県,パラッツォ秦野渋沢店,ガチアンケート虹色,B,ガチアン,35.375919,139.184937
2023-12-09,神奈川県,ピーアーク新城マックスパチンコ,スロットビンゴ予想,A,スロットイベ日調査隊Ｚ,35.587025,139.630402
2023-12-09,神奈川県,ピーアーク新城マックスパチンコ,末あしゅら,C,りゅーこ,35.587025,139.630402
2023-12-09,神奈川県,ピーアーク新城マックスパチンコ,ぎょくりゅーこ,C,りゅーこ,35.587025,139.630402
2023-12-09,神奈川県,ピーアーク相模原,ぶっ通し7days調査,・,スロットイベ日調査隊Ｚ,35.558468,139.405228
2023-12-09,神奈川県,ピーアーク相模原,ちゅんげーパチンコ,C,天草ヤスヲ,35.558468,139.405228
2023-12-09,神奈川県,ピーアーク相模大野,超ぎょくりゅーこ,A,りゅーこ,35.533504,139.436432
2023-12-09,神奈川県,ピーアーク相模大野,超あしゅら,A,りゅーこ,35.533504,139.436432
2023-12-09,神奈川県,ビッグパンドラ井土ヶ谷店新館,プレミアムジャッジメントS,B,アツ姫,35.432686,139.601852
2023-12-09,神奈川県,ビッグパンドラ井土ヶ谷店新館,アツ姫来店,A,アツ姫,35.432686,139.601852
2023-12-09,神奈川県,プラザ上大岡アンドミラージュ,メガオロチ,・,ジャンバリ.TV,35.410263,139.595764
2023-12-09,神奈川県,プラザ上大岡アンドミラージュ,全体分析,A,ななライズ,35.410263,139.595764
2023-12-09,神奈川県,マルコ,鬼爆連弾,・,パチエース,35.498283,139.56752
2023-12-09,神奈川県,マルハンメガシティ横浜町田,でちゃう編集部来店(あんどりゅー),A,でちゃう！,35.497005,139.470612
2023-12-09,神奈川県,マルハン川崎桜本店,でちゃう編集部来店(ほしまみ),B,でちゃう！,35.518291,139.723465
2023-12-09,神奈川県,メガフェイス1180座間,姫乃りか来店,C,その他取材・企画,35.479652,139.431732
2023-12-09,神奈川県,中山UNO,毎週土曜日POP掲載(UNO系列),C,店舗傾向分析,35.512306,139.539993
2023-12-09,神奈川県,吉兆横浜西寺尾店,アツ姫来店,A,アツ姫,35.501759,139.643661
2023-12-09,神奈川県,吉兆横浜西寺尾店,アツ姫来店,A,アツ姫,35.501759,139.643661
2023-12-09,神奈川県,平塚プラザ,KING GOLDEN JACK,C,DMMぱちタウン,35.314754,139.331238
2023-12-09,神奈川県,平楽湘南ライフタウン店,スコーピオン取材 珠玉取材,・,DMMぱちタウン,35.370121,139.443344
2023-12-09,神奈川県,平楽湘南ライフタウン店,スコーピオン取材 団結の刻(群青),・,DMMぱちタウン,35.370121,139.443344
2023-12-09,神奈川県,新！ガーデン四季の森店,ガチアンケート虹色,B,ガチアン,35.49791,139.53743
2023-12-09,神奈川県,新！ガーデン四季の森店,ぶっ通し7days調査,・,スロットイベ日調査隊Ｚ,35.49791,139.53743
2023-12-09,神奈川県,新！ガーデン四季の森店,スロ子来店,A,スロパチステーション,35.49791,139.53743
2023-12-09,神奈川県,新！ガーデン四季の森店,全体分析,A,ななライズ,35.49791,139.53743
2023-12-09,神奈川県,新！ガーデン戸塚,降臨シリーズ テミス,C,DMMぱちタウン,35.418137,139.534988
2023-12-09,神奈川県,新！ガーデン戸塚,降臨シリーズ オーディン,C,DMMぱちタウン,35.418137,139.534988
2023-12-09,神奈川県,新！ガーデン戸塚,降臨シリーズ アポロン,C,DMMぱちタウン,35.418137,139.534988
2023-12-09,神奈川県,新！ガーデン戸塚,降臨シリーズ アテナ,C,DMMぱちタウン,35.418137,139.534988
2023-12-09,神奈川県,新！ガーデン戸塚,スコーピオン取材 団結の刻(真紅),B,DMMぱちタウン,35.418137,139.534988
2023-12-09,神奈川県,新！ガーデン戸塚,Dynamite取材 マジ愛取材,C,DMMぱちタウン,35.418137,139.534988
2023-12-09,神奈川県,新！ガーデン戸塚,アツ姫来店,A,アツ姫,35.418137,139.534988
2023-12-09,神奈川県,新！ガーデン戸塚,ギョウテン,A,ギョウテン【関激】,35.418137,139.534988
2023-12-09,神奈川県,新！ガーデン戸塚,若月まりあ来店,・,その他取材・企画,35.418137,139.534988
2023-12-09,神奈川県,新！ガーデン戸塚,超ぎょくりゅーこ,A,りゅーこ,35.418137,139.534988
2023-12-09,神奈川県,新！ガーデン戸塚,裏店長解析(金バナー),S,裏店長ミリオネア,35.418137,139.534988
2023-12-09,神奈川県,楽園溝の口店,ぱちタウンタレント来店(いち花),・,DMMぱちタウン,35.599899,139.613907
2023-12-09,神奈川県,鶴見UNO,毎週土曜日POP掲載(UNO系列),C,店舗傾向分析,35.508324,139.677536
2023-12-10,千葉県,PIA津田沼,ぎょくあしゅら,・,りゅーこ,35.690063,140.022247
2023-12-10,千葉県,SPAO7,スロッター×スロッター,C,パチンコ店長のホール攻略,35.56498,140.292725
2023-12-10,千葉県,VEGA千葉南,カチ盛りドリーム,B,スクープTV,35.547935,140.151001
2023-12-10,千葉県,アムディ東松戸,Re:START取材,・,アツ姫,35.775745,139.948105
2023-12-10,千葉県,アムディ野田,KING OF PACHINKO,・,アツ姫,35.925385,139.915695
2023-12-10,千葉県,ヴィーナス東金店,BLACK ANGELS ブラックエンジェルス,B,DMMぱちタウン,35.576443,140.39035
2023-12-10,千葉県,ウエスタン佐倉店,ぱちタウンタレント来店(田中逆回転),A,DMMぱちタウン,35.724373,140.230377
2023-12-10,千葉県,エクス・アリーナ柏,スーパースター・CUBEくん来店調査,・,パチスロ必勝本,35.816994,139.961594
2023-12-10,千葉県,ガーデン松戸店,よっしー社長の厳選ホール,A,よっしー社長プロデュース,35.780701,139.93132
2023-12-10,千葉県,キコーナ松戸店,ドリスロ,・,ドリスロ,35.778774,139.916351
2023-12-10,千葉県,テンイチ∞新松戸店,スマフェス(アツ姫),C,アツ姫,35.827183,139.92038
2023-12-10,千葉県,テンイチ∞新松戸店,ジャッジメントS,C,アツ姫,35.827183,139.92038
2023-12-10,千葉県,テンイチ∞新松戸店,NARABU,B,アツ姫,35.827183,139.92038
2023-12-10,千葉県,テンイチ∞新松戸店,GOフェス(アツ姫),B,アツ姫,35.827183,139.92038
2023-12-10,千葉県,トワーズ船橋店,FLASHジャックNEO,・,アツ姫,35.718655,140.066376
2023-12-10,千葉県,トワーズ茂原店,フェニックス,・,アツ姫,35.415802,140.295898
2023-12-10,千葉県,ニュー後楽園,スロッター×パチンカー,C,パチンコ店長のホール攻略,35.69083,140.021378
2023-12-10,千葉県,パーラーウェーブ薬円台,CHANCE,・,パチスロ必勝本,35.713085,140.037537
2023-12-10,千葉県,パールショップともえ富里802,スロパチステーション潜入取材 ギガテン,S,スロパチステーション,35.750504,140.309891
2023-12-10,千葉県,パールショップともえ松戸店,スロッター×スロッター,C,パチンコ店長のホール攻略,35.775993,139.974289
2023-12-10,千葉県,パールショップともえ稲毛長沼店,ドリスロ,・,ドリスロ,35.658932,140.12262
2023-12-10,千葉県,パラッツォ志津店,真×スロッター,B,パチンコ店長のホール攻略,35.717354,140.145767
2023-12-10,千葉県,ピーアークおゆみ野,スロフェッショナル・光,B,よっしー社長プロデュース,35.562035,140.176895
2023-12-10,千葉県,ピーアーク千葉駅前,DMM番組収録,C,DMMぱちタウン,35.611412,140.116348
2023-12-10,千葉県,マルハン習志野店,来店取材(パチマガスロマガ),C,パチマガスロマガ,35.683205,140.059357
2023-12-10,千葉県,マルハン習志野店,実戦取材(パチマガスロマガ),・,パチマガスロマガ,35.683205,140.059357
2023-12-10,千葉県,メガサイバーパチンコ新鎌ヶ谷店,ドリスロ,・,ドリスロ,35.778034,139.999268
2023-12-10,埼玉県,TOHO川越店,あやじゃん来店,B,その他取材・企画,35.915726,139.501617
2023-12-10,埼玉県,アスカ蕨駅前店,ガチアンケート赤色,C,ガチアン,35.827629,139.688934
2023-12-10,埼玉県,アリーナふじみ野店,ガチアンケート虹色,B,ガチアン,35.859688,139.519653
2023-12-10,埼玉県,アリーナ岩槻本店,降臨シリーズ ヘラクレス,C,DMMぱちタウン,35.973721,139.70256
2023-12-10,埼玉県,アリーナ岩槻本店,終末への挑戦,C,DMMぱちタウン,35.973721,139.70256
2023-12-10,埼玉県,アリーナ岩槻本店,スコーピオン取材 結束の刻(真紅),C,DMMぱちタウン,35.973721,139.70256
2023-12-10,埼玉県,アリーナ岩槻本店,Dynamite取材 暴走MISSION取材,・,DMMぱちタウン,35.973721,139.70256
2023-12-10,埼玉県,アリーナ岩槻本店,Dynamite取材 昇天取材,・,DMMぱちタウン,35.973721,139.70256
2023-12-10,埼玉県,アリーナ岩槻本店,Dynamite取材 マジ愛取材,C,DMMぱちタウン,35.973721,139.70256
2023-12-10,埼玉県,アリーナ岩槻本店,ビジジャグ,C,そにま,35.973721,139.70256
2023-12-10,埼玉県,アリーナ岩槻本店,【TPOh!】トレジャー,C,そにま,35.973721,139.70256
2023-12-10,埼玉県,アリーナ岩槻本店,【TPOh!】ALL SET,C,そにま,35.973721,139.70256
2023-12-10,埼玉県,アリーナ岩槻本店,【TPOh!】2×2LINE,B,そにま,35.973721,139.70256
2023-12-10,埼玉県,アリーナ平塚店,降臨シリーズ ヘラクレス,C,DMMぱちタウン,35.983238,139.611115
2023-12-10,埼玉県,アリーナ平塚店,降臨シリーズ オーディン,C,DMMぱちタウン,35.983238,139.611115
2023-12-10,埼玉県,アリーナ平塚店,降臨シリーズ アポロン,C,DMMぱちタウン,35.983238,139.611115
2023-12-10,埼玉県,アリーナ平塚店,超 Re PLAY取材,C,DMMぱちタウン,35.983238,139.611115
2023-12-10,埼玉県,アリーナ平塚店,スコーピオン取材 結束の刻(真紅),C,DMMぱちタウン,35.983238,139.611115
2023-12-10,埼玉県,アリーナ平塚店,スコーピオン取材 団結の極(真紅),・,DMMぱちタウン,35.983238,139.611115
2023-12-10,埼玉県,アリーナ平塚店,Dynamite取材 自由-freedom-取材,B,DMMぱちタウン,35.983238,139.611115
2023-12-10,埼玉県,アリーナ平塚店,Dynamite取材 マジ愛取材,C,DMMぱちタウン,35.983238,139.611115
2023-12-10,埼玉県,アリーナ平塚店,Dynamite取材 スマート取材[スロッター篇],C,DMMぱちタウン,35.983238,139.611115
2023-12-10,埼玉県,アリーナ平塚店,キリン保留,C,ガチアン,35.983238,139.611115
2023-12-10,埼玉県,アリーナ平塚店,よっしー社長の厳選ホール,A,よっしー社長プロデュース,35.983238,139.611115
2023-12-10,埼玉県,アリーナ桶川店,終末への挑戦,C,DMMぱちタウン,36.020741,139.578735
2023-12-10,埼玉県,アリーナ桶川店,感謝してます‼取材,C,DMMぱちタウン,36.020741,139.578735
2023-12-10,埼玉県,アリーナ桶川店,スコーピオン取材 結束の刻(真紅),C,DMMぱちタウン,36.020741,139.578735
2023-12-10,埼玉県,アリーナ桶川店,Dynamite取材 暴走MISSION取材,・,DMMぱちタウン,36.020741,139.578735
2023-12-10,埼玉県,アリーナ桶川店,Dynamite取材 昇天取材,・,DMMぱちタウン,36.020741,139.578735
2023-12-10,埼玉県,アリーナ桶川店,Dynamite取材 マジ愛取材,C,DMMぱちタウン,36.020741,139.578735
2023-12-10,埼玉県,アリーナ桶川店,ガチアンケート赤色,C,ガチアン,36.020741,139.578735
2023-12-10,埼玉県,アリーナ鶴瀬店,終末への挑戦,C,DMMぱちタウン,35.846462,139.537445
2023-12-10,埼玉県,アリーナ鶴瀬店,Dynamite取材 鬼ざかり取材,・,DMMぱちタウン,35.846462,139.537445
2023-12-10,埼玉県,アリーナ鶴瀬店,Dynamite取材 次世代救世主取材,・,DMMぱちタウン,35.846462,139.537445
2023-12-10,埼玉県,アリーナ鶴瀬店,Dynamite取材 マジ愛取材,C,DMMぱちタウン,35.846462,139.537445
2023-12-10,埼玉県,アリーナ鶴瀬店,Dynamite取材 スマート取材[パチンカー篇],・,DMMぱちタウン,35.846462,139.537445
2023-12-10,埼玉県,アリーナ鶴瀬店,Dynamite取材 スマート取材[スロッター篇],C,DMMぱちタウン,35.846462,139.537445
2023-12-10,埼玉県,ガーデンプラス所沢,機動力調査隊,・,ジャンバリ.TV,35.785679,139.473831
2023-12-10,埼玉県,ガーデンプラス所沢,メガオロチ,・,ジャンバリ.TV,35.785679,139.473831
2023-12-10,埼玉県,ガーデンプラス所沢,《SHOOTING》スリングショット,・,ジャンバリ.TV,35.785679,139.473831
2023-12-10,埼玉県,ガーデンプラス所沢,《SHOOTING》ショットガン,・,ジャンバリ.TV,35.785679,139.473831
2023-12-10,埼玉県,ガーデンプラス所沢,JBメンバーズ・タレント来店,A,ジャンバリ.TV,35.785679,139.473831
2023-12-10,埼玉県,ガーデン北戸田,降臨シリーズ ブラフマー,C,DMMぱちタウン,35.829372,139.66098
2023-12-10,埼玉県,ガーデン北戸田,降臨シリーズ テミス,C,DMMぱちタウン,35.829372,139.66098
2023-12-10,埼玉県,ガーデン北戸田,降臨シリーズ オーディン,C,DMMぱちタウン,35.829372,139.66098
2023-12-10,埼玉県,ガーデン北戸田,降臨シリーズ アテナ,C,DMMぱちタウン,35.829372,139.66098
2023-12-10,埼玉県,ガーデン北戸田,スコーピオン取材 結束の刻(真紅),C,DMMぱちタウン,35.829372,139.66098
2023-12-10,埼玉県,ガーデン北戸田,ガチアンケート虹色,B,ガチアン,35.829372,139.66098
2023-12-10,埼玉県,ガーデン北戸田,スロ子来店,A,スロパチステーション,35.829372,139.66098
2023-12-10,埼玉県,ガーデン北戸田,やべんじゃーず茶,・,パチエース,35.829372,139.66098
2023-12-10,埼玉県,ガーデン北朝霞,降臨シリーズ ヘラクレス,C,DMMぱちタウン,35.815845,139.586441
2023-12-10,埼玉県,ガーデン北朝霞,降臨シリーズ テミス,C,DMMぱちタウン,35.815845,139.586441
2023-12-10,埼玉県,ガーデン北朝霞,降臨シリーズ オーディン,C,DMMぱちタウン,35.815845,139.586441
2023-12-10,埼玉県,ガーデン北朝霞,降臨シリーズ アポロン,C,DMMぱちタウン,35.815845,139.586441
2023-12-10,埼玉県,ガーデン北朝霞,降臨シリーズ アテナ,C,DMMぱちタウン,35.815845,139.586441
2023-12-10,埼玉県,ガーデン北朝霞,感謝してます‼取材,C,DMMぱちタウン,35.815845,139.586441
2023-12-10,埼玉県,ガーデン北朝霞,スコーピオン取材 団結の刻(真紅),B,DMMぱちタウン,35.815845,139.586441
2023-12-10,埼玉県,ガーデン北朝霞,Dynamite取材 マジ愛取材,C,DMMぱちタウン,35.815845,139.586441
2023-12-10,埼玉県,ガーデン北朝霞,全体分析,A,ななライズ,35.815845,139.586441
2023-12-10,埼玉県,ガーデン北朝霞,電撃のぬん来店,・,縁結び,35.815845,139.586441
2023-12-10,埼玉県,ガーデン川口北原台,黒バラの極意,A,ジャンバリ.TV,35.867744,139.735077
2023-12-10,埼玉県,ガーデン川口北原台,全体分析,A,ななライズ,35.867744,139.735077
2023-12-10,埼玉県,ガーデン川越,やっぱサイタマ!!!,・,やっぱカントー,35.927814,139.491028
2023-12-10,埼玉県,ガーデン東浦和店,アツ姫来店,A,アツ姫,35.863972,139.705978
2023-12-10,埼玉県,コトブキプラスα新都心店,グランドオープン(4日目),S,グランドオープン,35.890747,139.638367
2023-12-10,埼玉県,ジャムフレンドクラブ朝霞,昇天チャレンジ,・,えいりヤン,35.800285,139.579254
2023-12-10,埼玉県,ジャムフレンドクラブ朝霞,スロパチステーション潜入取材 メガテン,S,スロパチステーション,35.800285,139.579254
2023-12-10,埼玉県,スーパーDステーション入間,スロ子来店,A,スロパチステーション,35.803116,139.377075
2023-12-10,埼玉県,スーパーDステーション鴻巣,ぱちタウンタレント来店(ナミ),B,DMMぱちタウン,36.110237,139.445663
2023-12-10,埼玉県,スーパーDステーション鴻巣,タレント来店(DMM),A,DMMぱちタウン,36.110237,139.445663
2023-12-10,埼玉県,スーパーライブガーデン行田店,ぱちおび的来店遊技,B,ぱちおび,36.130939,139.432968
2023-12-10,埼玉県,スーパーライブガーデン行田店,光るん×スロッター,C,パチンコ店長のホール攻略,36.130939,139.432968
2023-12-10,埼玉県,スロットタワージャルダン,デジャヴ,B,スクープTV,35.874252,139.513046
2023-12-10,埼玉県,スロットタワージャルダン,ぶっ通し7days調査,・,スロットイベ日調査隊Ｚ,35.874252,139.513046
2023-12-10,埼玉県,パラッツォ三郷中央店,ガチアンケート虹色,B,ガチアン,35.821896,139.877762
2023-12-10,埼玉県,パラッツォ蕨店,オススメ機種ローテーション風？ポスター掲載6日目(パラッツォ系列),・,店舗傾向分析,35.828522,139.691528
2023-12-10,埼玉県,ピーアーク草加,パチンカー×パチンカー,C,パチンコ店長のホール攻略,35.828815,139.80249
2023-12-10,埼玉県,ピーアーク草加,超あしゅら,A,りゅーこ,35.828815,139.80249
2023-12-10,埼玉県,ピーアーク谷塚ピーくんパーク,ちゅんげーシックス,A,天草ヤスヲ,35.814816,139.802078
2023-12-10,埼玉県,フレンド,スナイプ,・,アツ姫,36.062901,139.608871
2023-12-10,埼玉県,マルハン川越店,スロフェッショナル,・,よっしー社長プロデュース,35.890106,139.470718
2023-12-10,埼玉県,ミュー川口芝店,ぱちジャッジ,C,グーパチ,35.837955,139.698898
2023-12-10,埼玉県,メガガーデン所沢,ガチアンケート虹色,B,ガチアン,35.787632,139.472336
2023-12-10,埼玉県,メガガーデン所沢スロット館,降臨シリーズ ヘラクレス,C,DMMぱちタウン,35.787285,139.472565
