イベント日,都道府県,店舗名,取材名,取材ランク,媒体名,latitude,longitude
2023-12-09,千葉県,テンイチ∞新松戸店,ジャッジメントS,C,アツ姫,35.827183,139.92038
2023-12-09,千葉県,テンイチ∞新松戸店,NARABU,B,アツ姫,35.827183,139.92038
2023-12-09,千葉県,テンイチ∞新松戸店,GOフェス(アツ姫),B,アツ姫,35.827183,139.92038
2023-12-09,千葉県,トワーズ八千代店,FLASHジャック,・,アツ姫,35.722591,140.087143
2023-12-09,千葉県,トワーズ茂原店,FLASHジャックNEO,・,アツ姫,35.415802,140.295898
2023-12-09,千葉県,ニュー後楽園,スロッター×パチンカー,C,パチンコ店長のホール攻略,35.69083,140.021378
2023-12-09,千葉県,パールショップともえ八日市場店,かたまる×スロパチステーション潜入取材 結,S,スロパチステーション,35.696705,140.546051
2023-12-09,千葉県,パールショップともえ八街HIZIKAI,裏店長解析(黒バナー),・,裏店長ミリオネア,35.6777,140.306412
2023-12-09,千葉県,パールショップともえ八街HIZIKAI,裏店長解析(茶バナー),・,裏店長ミリオネア,35.6777,140.306412
2023-12-09,千葉県,パールショップともえ多古店,裏店長解析(月バナー),・,裏店長ミリオネア,35.728825,140.465881
2023-12-09,千葉県,パールショップともえ富里802,裏店長解析(黒バナー),・,裏店長ミリオネア,35.750504,140.309891
2023-12-09,千葉県,パールショップともえ東金SideⅡ,ドリスロ,・,ドリスロ,35.578407,140.380981
2023-12-09,千葉県,パールショップともえ稲毛長沼店,スロパチステーション潜入取材 ギガテン,S,スロパチステーション,35.658932,140.12262
2023-12-09,千葉県,パラッツォ志津店,Dokyun!,B,パチスロ必勝本,35.717354,140.145767
2023-12-09,千葉県,パラッツォ新検見川店,3と9のつく日感謝ポスター掲載(パラッツォ新検見川),C,店舗傾向分析,35.65144,140.073074
2023-12-09,千葉県,パラッツォ船橋店,ガチアンケート金色,C,ガチアン,35.699776,139.985321
2023-12-09,千葉県,パラッツォ船橋店,サバイバルスロット,・,パチマガスロマガ,35.699776,139.985321
2023-12-09,千葉県,パラッツォ船橋店,サバイバルSLOT,・,パチマガスロマガ,35.699776,139.985321
2023-12-09,千葉県,パラッツォ船橋店,週末ポスター掲載(パラッツォ船橋店),・,店舗傾向分析,35.699776,139.985321
2023-12-09,千葉県,ピーアークおゆみ野,昇天チャレンジ,・,えいりヤン,35.562035,140.176895
2023-12-09,千葉県,ピーアークおゆみ野,ぎょくりゅーこ,C,りゅーこ,35.562035,140.176895
2023-12-09,千葉県,ピーアーク千葉駅前,スロフェッショナル・連,B,よっしー社長プロデュース,35.611412,140.116348
2023-12-09,千葉県,ピーアーク千葉駅前,ぎょくりゅーこ,C,りゅーこ,35.611412,140.116348
2023-12-09,千葉県,マルハンメガシティ柏店,でちゃう編集部来店(あしなっくす),B,でちゃう！,35.881977,139.957626
2023-12-09,千葉県,メガサイバーパチンコ新鎌ヶ谷店,スロパチステーション潜入取材 ギガテン,S,スロパチステーション,35.778034,139.999268
2023-12-09,千葉県,やすだ柏店,ぱちタウンエンジェルス,B,DMMぱちタウン,35.882122,139.953568
2023-12-09,千葉県,やすだ柏店,天草ヤスヲのブッコミデータまとめ！,C,パチ7,35.882122,139.953568
2023-12-09,千葉県,一番舘柏店,ジャッジメントS,C,アツ姫,35.855831,139.944611
2023-12-09,千葉県,一番舘柏店,アツ姫来店,A,アツ姫,35.855831,139.944611
2023-12-09,千葉県,第一プラザ船橋店,キリン保留,C,ガチアン,35.709934,139.980133
2023-12-09,埼玉県,DAS蕨,Jジャッジ～煌めき～,・,パチマガスロマガ,35.828342,139.690781
2023-12-09,埼玉県,アスカ蕨駅前店,ガチアンケート虹色,B,ガチアン,35.827629,139.688934
2023-12-09,埼玉県,アスカ蕨駅前店,ドリスロ,・,ドリスロ,35.827629,139.688934
2023-12-09,埼玉県,アリーナふじみ野店,ガチアンケート虹色,B,ガチアン,35.859688,139.519653
2023-12-09,埼玉県,アリーナ岩槻本店,降臨シリーズ ヘラクレス,C,DMMぱちタウン,35.973721,139.70256
2023-12-09,埼玉県,アリーナ岩槻本店,終末への挑戦,C,DMMぱちタウン,35.973721,139.70256
2023-12-09,埼玉県,アリーナ岩槻本店,スコーピオン取材 結束の刻(真紅),C,DMMぱちタウン,35.973721,139.70256
2023-12-09,埼玉県,アリーナ岩槻本店,Dynamite取材 暴走MISSION取材,・,DMMぱちタウン,35.973721,139.70256
2023-12-09,埼玉県,アリーナ岩槻本店,Dynamite取材 昇天取材,・,DMMぱちタウン,35.973721,139.70256
2023-12-09,埼玉県,アリーナ岩槻本店,Dynamite取材 マジ愛取材,C,DMMぱちタウン,35.973721,139.70256
2023-12-09,埼玉県,アリーナ岩槻本店,ビジジャグ,C,そにま,35.973721,139.70256
2023-12-09,埼玉県,アリーナ岩槻本店,【TPOh!】トレジャー,C,そにま,35.973721,139.70256
2023-12-09,埼玉県,アリーナ岩槻本店,【TPOh!】ALL SET,C,そにま,35.973721,139.70256
2023-12-09,埼玉県,アリーナ岩槻本店,【TPOh!】2×2LINE,B,そにま,35.973721,139.70256
2023-12-09,埼玉県,アリーナ平塚店,降臨シリーズ ヘラクレス,C,DMMぱちタウン,35.983238,139.611115
2023-12-09,埼玉県,アリーナ平塚店,降臨シリーズ オーディン,C,DMMぱちタウン,35.983238,139.611115
2023-12-09,埼玉県,アリーナ平塚店,降臨シリーズ アポロン,C,DMMぱちタウン,35.983238,139.611115
2023-12-09,埼玉県,アリーナ平塚店,超 Re PLAY取材,C,DMMぱちタウン,35.983238,139.611115
2023-12-09,埼玉県,アリーナ平塚店,スコーピオン取材 結束の刻(真紅),C,DMMぱちタウン,35.983238,139.611115
2023-12-09,埼玉県,アリーナ平塚店,スコーピオン取材 団結の極(真紅),・,DMMぱちタウン,35.983238,139.611115
2023-12-09,埼玉県,アリーナ平塚店,Dynamite取材 自由-freedom-取材,B,DMMぱちタウン,35.983238,139.611115
2023-12-09,埼玉県,アリーナ平塚店,Dynamite取材 マジ愛取材,C,DMMぱちタウン,35.983238,139.611115
2023-12-09,埼玉県,アリーナ平塚店,Dynamite取材 スマート取材[スロッター篇],C,DMMぱちタウン,35.983238,139.611115
2023-12-09,埼玉県,アリーナ平塚店,キリン保留,C,ガチアン,35.983238,139.611115
2023-12-09,埼玉県,アリーナ平塚店,ホールサーチマン 金枠,B,ホールサーチマン,35.983238,139.611115
2023-12-09,埼玉県,アリーナ桶川店,終末への挑戦,C,DMMぱちタウン,36.020741,139.578735
2023-12-09,埼玉県,アリーナ桶川店,感謝してます‼取材,C,DMMぱちタウン,36.020741,139.578735
2023-12-09,埼玉県,アリーナ桶川店,スコーピオン取材 結束の刻(真紅),C,DMMぱちタウン,36.020741,139.578735
2023-12-09,埼玉県,アリーナ桶川店,Dynamite取材 超CHANGE取材,C,DMMぱちタウン,36.020741,139.578735
2023-12-09,埼玉県,アリーナ桶川店,Dynamite取材 暴走MISSION取材,・,DMMぱちタウン,36.020741,139.578735
2023-12-09,埼玉県,アリーナ桶川店,Dynamite取材 昇天取材,・,DMMぱちタウン,36.020741,139.578735
2023-12-09,埼玉県,アリーナ桶川店,Dynamite取材 マジ愛取材,C,DMMぱちタウン,36.020741,139.578735
2023-12-09,埼玉県,アリーナ桶川店,ガチアンケート赤色,C,ガチアン,36.020741,139.578735
2023-12-09,埼玉県,アリーナ桶川店,【ジャグ松】,C,そにま,36.020741,139.578735
2023-12-09,埼玉県,アリーナ桶川店,Sナビ,C,そにま,36.020741,139.578735
2023-12-09,埼玉県,アリーナ鶴瀬店,終末への挑戦,C,DMMぱちタウン,35.846462,139.537445
2023-12-09,埼玉県,アリーナ鶴瀬店,Dynamite取材 鬼ざかり取材,・,DMMぱちタウン,35.846462,139.537445
2023-12-09,埼玉県,アリーナ鶴瀬店,Dynamite取材 超CHANGE取材,C,DMMぱちタウン,35.846462,139.537445
2023-12-09,埼玉県,アリーナ鶴瀬店,Dynamite取材 次世代救世主取材,・,DMMぱちタウン,35.846462,139.537445
2023-12-09,埼玉県,アリーナ鶴瀬店,Dynamite取材 マジ愛取材,C,DMMぱちタウン,35.846462,139.537445
2023-12-09,埼玉県,アリーナ鶴瀬店,Dynamite取材 スマート取材[パチンカー篇],・,DMMぱちタウン,35.846462,139.537445
2023-12-09,埼玉県,アリーナ鶴瀬店,ピエロ保留,・,ガチアン,35.846462,139.537445
2023-12-09,埼玉県,ウハ・ウハ会館,実践来店,A,ミリテレ,36.031902,139.652191
2023-12-09,埼玉県,ガーデンプラス所沢,機動力調査隊,・,ジャンバリ.TV,35.785679,139.473831
2023-12-09,埼玉県,ガーデンプラス所沢,メガオロチ,・,ジャンバリ.TV,35.785679,139.473831
2023-12-09,埼玉県,ガーデンプラス所沢,《SHOOTING》スリングショット,・,ジャンバリ.TV,35.785679,139.473831
2023-12-09,埼玉県,ガーデンプラス所沢,《SHOOTING》ショットガン,・,ジャンバリ.TV,35.785679,139.473831
2023-12-09,埼玉県,ガーデンプラス所沢,くろむ来店,B,その他取材・企画,35.785679,139.473831
2023-12-09,埼玉県,ガーデンプラス所沢,全体分析,A,ななライズ,35.785679,139.473831
2023-12-09,埼玉県,ガーデンプラス所沢,やっぱサイタマ!!!,・,やっぱカントー,35.785679,139.473831
2023-12-09,埼玉県,ガーデン北戸田,降臨シリーズ ブラフマー,C,DMMぱちタウン,35.829372,139.66098
2023-12-09,埼玉県,ガーデン北戸田,降臨シリーズ テミス,C,DMMぱちタウン,35.829372,139.66098
2023-12-09,埼玉県,ガーデン北戸田,降臨シリーズ オーディン,C,DMMぱちタウン,35.829372,139.66098
2023-12-09,埼玉県,ガーデン北戸田,降臨シリーズ アテナ,C,DMMぱちタウン,35.829372,139.66098
2023-12-09,埼玉県,ガーデン北戸田,スコーピオン取材 結束の刻(真紅),C,DMMぱちタウン,35.829372,139.66098
2023-12-09,埼玉県,ガーデン北戸田,ガチアンケート虹色,B,ガチアン,35.829372,139.66098
2023-12-09,埼玉県,ガーデン北戸田,みずほ。来店,・,その他取材・企画,35.829372,139.66098
2023-12-09,埼玉県,ガーデン北戸田,やべんじゃーず茶,・,パチエース,35.829372,139.66098
2023-12-09,埼玉県,ガーデン北戸田,苦愛取材～4番は俺だ！,B,パチスロ必勝本,35.829372,139.66098
2023-12-09,埼玉県,ガーデン北戸田,必勝本ライター来店情報,A,パチスロ必勝本,35.829372,139.66098
2023-12-09,埼玉県,ガーデン北朝霞,降臨シリーズ ヘラクレス,C,DMMぱちタウン,35.815845,139.586441
2023-12-09,埼玉県,ガーデン北朝霞,降臨シリーズ テミス,C,DMMぱちタウン,35.815845,139.586441
2023-12-09,埼玉県,ガーデン北朝霞,降臨シリーズ オーディン,C,DMMぱちタウン,35.815845,139.586441
2023-12-09,埼玉県,ガーデン北朝霞,降臨シリーズ アポロン,C,DMMぱちタウン,35.815845,139.586441
2023-12-09,埼玉県,ガーデン北朝霞,降臨シリーズ アテナ,C,DMMぱちタウン,35.815845,139.586441
2023-12-09,埼玉県,ガーデン北朝霞,感謝してます‼取材,C,DMMぱちタウン,35.815845,139.586441
2023-12-09,埼玉県,ガーデン北朝霞,スコーピオン取材 団結の刻(真紅),B,DMMぱちタウン,35.815845,139.586441
2023-12-09,埼玉県,ガーデン北朝霞,Dynamite取材 マジ愛取材,C,DMMぱちタウン,35.815845,139.586441
2023-12-09,埼玉県,ガーデン北朝霞,全体分析,A,ななライズ,35.815845,139.586441
2023-12-09,埼玉県,ガーデン北朝霞,こころん来店,・,縁結び,35.815845,139.586441
2023-12-09,埼玉県,ガーデン大宮北店,全体分析,A,ななライズ,35.929733,139.619141
2023-12-09,埼玉県,ガーデン川越,ガチアンケート虹色,B,ガチアン,35.927814,139.491028
2023-12-09,埼玉県,ガーデン川越,全体分析,A,ななライズ,35.927814,139.491028
2023-12-09,埼玉県,ガーデン東浦和店,SPX,A,アツ姫,35.863972,139.705978
2023-12-09,埼玉県,ガーデン東浦和店,くろいけもみみ来店,・,その他取材・企画,35.863972,139.705978
2023-12-09,埼玉県,ガーデン東浦和店,よっしー社長の厳選ホール,A,よっしー社長プロデュース,35.863972,139.705978
2023-12-09,埼玉県,ガーデン東浦和店,スロフェッショナル・率,A,よっしー社長プロデュース,35.863972,139.705978
2023-12-09,埼玉県,ガーデン東浦和店,スロフェッショナル・末,C,よっしー社長プロデュース,35.863972,139.705978
2023-12-09,埼玉県,ガーデン東浦和店,スロフェッショナル・各,・,よっしー社長プロデュース,35.863972,139.705978
2023-12-09,埼玉県,ガイアネクスト越谷店,ドリスロ,・,ドリスロ,35.888493,139.784943
2023-12-09,埼玉県,キコーナ草加,スロ子来店,A,スロパチステーション,35.854015,139.783249
2023-12-09,埼玉県,コトブキプラスα新都心店,グランドオープン(3日目),S,グランドオープン,35.890747,139.638367
2023-12-09,埼玉県,ジャラン川口峯店,でちゃう編集部来店(ももせみくる),B,でちゃう！,35.832363,139.774445
2023-12-09,埼玉県,スーパーDステーション上里,スロ子来店,A,スロパチステーション,36.261543,139.138504
2023-12-09,埼玉県,スーパーDステーション鴻巣,ぱちまる襲来,A,スロパチステーション,36.110237,139.445663
2023-12-09,埼玉県,スーパーライブガーデン行田店,ヒュドラ,C,アツ姫,36.130939,139.432968
2023-12-09,埼玉県,スーパーライブガーデン行田店,3、9のつく日(ライブガーデン行田),C,店舗傾向分析,36.130939,139.432968
2023-12-09,埼玉県,スロットタワージャルダン,デジャヴ,B,スクープTV,35.874252,139.513046
2023-12-09,埼玉県,スロットタワージャルダン,スクープTV来店(まめこ),B,スクープTV,35.874252,139.513046
2023-12-09,埼玉県,スロットタワージャルダン,ぶっ通し7days調査,・,スロットイベ日調査隊Ｚ,35.874252,139.513046
2023-12-09,埼玉県,ダイエー鷲宮店,スロッター×スロッター,C,パチンコ店長のホール攻略,36.10722,139.670425
2023-12-09,埼玉県,チンジャラ会館,スロッター×パチンカー,C,パチンコ店長のホール攻略,35.950344,139.669571
2023-12-09,埼玉県,ナンバーワンエメラルド,スロッター×スロッター 初開催,A,パチンコ店長のホール攻略,35.960754,139.351654
2023-12-09,埼玉県,ニュークラウン川越2号店,アナスロ予測(金),S,アナスロ,35.909138,139.482193
2023-12-09,埼玉県,ニラク北本深井店,ぷる澤ぷる実来店,・,その他取材・企画,36.047424,139.523331
2023-12-09,埼玉県,パールショップともえ川越店,ドリスロ,・,ドリスロ,35.888809,139.470947
2023-12-09,埼玉県,パチンコどんじゃら,司芭扶来店実践,S,セブンズTV,35.9072,139.621002
2023-12-09,埼玉県,パラッツォ三郷中央店,ガチアンケート虹色,B,ガチアン,35.821896,139.877762
2023-12-09,埼玉県,パラッツォ三郷中央店,鬼に金棒ポスター掲出(パラッツォ三郷中央),S,店舗傾向分析,35.821896,139.877762
2023-12-09,埼玉県,パラッツォ川越店,昇天チャレンジ,・,えいりヤン,35.916283,139.48378
2023-12-09,埼玉県,パラッツォ川越店,ガチアンケート虹色,B,ガチアン,35.916283,139.48378
2023-12-09,埼玉県,パラッツォ川越店,ドリスロ,・,ドリスロ,35.916283,139.48378
2023-12-09,埼玉県,パラッツォ蕨店,ガチアンケート虹色,B,ガチアン,35.828522,139.691528
2023-12-09,埼玉県,パラッツォ蕨店,オススメ機種ローテーション風？ポスター掲載5日目(パラッツォ系列),・,店舗傾向分析,35.828522,139.691528
2023-12-09,埼玉県,パラッツォ鳩ヶ谷店,ドリスロ,・,ドリスロ,35.830257,139.734482
2023-12-09,埼玉県,ピーアークせんげん台,ちゅんげーシックス,A,天草ヤスヲ,35.935204,139.773956
2023-12-09,埼玉県,ピーアーク新田,眩い光は友を呼ぶ,・,パチとスロは友を呼ぶ,35.853851,139.794937
2023-12-09,埼玉県,ピーアーク松原,星のパチは友を呼ぶ,・,パチとスロは友を呼ぶ,35.843842,139.801239
2023-12-09,埼玉県,ピーアーク松原,あしゅら,C,りゅーこ,35.843842,139.801239
2023-12-09,埼玉県,ピーアーク草加,ドリスロ,・,ドリスロ,35.828815,139.80249
2023-12-09,埼玉県,ピーアーク草加,ぎょくあしゅら,・,りゅーこ,35.828815,139.80249
2023-12-09,埼玉県,ピーアーク越谷,ドリスロ,・,ドリスロ,35.888351,139.785934
2023-12-09,埼玉県,マルハン川越店,スロフェッショナル,・,よっしー社長プロデュース,35.890106,139.470718
2023-12-09,埼玉県,マルハン清河寺店,叩き上げ,・,BASHtv,35.934799,139.584106
2023-12-09,埼玉県,マルハン清河寺店,スロフェッショナル,・,よっしー社長プロデュース,35.934799,139.584106
2023-12-09,埼玉県,メガガーデン所沢,ガチアンケート虹色,B,ガチアン,35.787632,139.472336
2023-12-09,埼玉県,メガガーデン所沢スロット館,降臨シリーズ ヘラクレス,C,DMMぱちタウン,35.787285,139.472565
2023-12-09,埼玉県,メガガーデン所沢スロット館,降臨シリーズ テミス,C,DMMぱちタウン,35.787285,139.472565
2023-12-09,埼玉県,メガガーデン所沢スロット館,降臨シリーズ オーディン,C,DMMぱちタウン,35.787285,139.472565
2023-12-09,埼玉県,メガガーデン所沢スロット館,降臨シリーズ アポロン,C,DMMぱちタウン,35.787285,139.472565
2023-12-09,埼玉県,メガガーデン所沢スロット館,降臨シリーズ アテナ,C,DMMぱちタウン,35.787285,139.472565
2023-12-09,埼玉県,メガガーデン所沢スロット館,超 Re PLAY取材,C,DMMぱちタウン,35.787285,139.472565
2023-12-09,埼玉県,メガガーデン所沢スロット館,スコーピオン取材 結束の刻(真紅),C,DMMぱちタウン,35.787285,139.472565
2023-12-09,埼玉県,メガガーデン所沢スロット館,スコーピオン取材 団結の刻(真紅),B,DMMぱちタウン,35.787285,139.472565
2023-12-09,埼玉県,メガガーデン所沢スロット館,ガチアンケート虹色,B,ガチアン,35.787285,139.472565
2023-12-09,埼玉県,メガガーデン所沢スロット館,Gooパチ ジャッジ1st,A,グーパチ,35.787285,139.472565
2023-12-09,埼玉県,メガガーデン所沢スロット館,奇天烈,・,パチスロ必勝本,35.787285,139.472565
2023-12-09,埼玉県,メガガーデン所沢スロット館,裏店長解析(虹バナー),S,裏店長ミリオネア,35.787285,139.472565
2023-12-09,埼玉県,メガガイア岩槻店,スロパチステーション潜入取材 メガテン,S,スロパチステーション,35.944389,139.718826
2023-12-09,埼玉県,メガガイア東大宮店,感謝してます‼取材,C,DMMぱちタウン,35.957294,139.655518
2023-12-09,埼玉県,メガガイア東大宮店,不謹慎来店,A,その他取材・企画,35.957294,139.655518
2023-12-09,埼玉県,メガガイア越谷大里,スロパチステーション潜入取材 ギガテン,S,スロパチステーション,35.917194,139.781219
2023-12-09,埼玉県,やすだ東大宮店,ドリスロ,・,ドリスロ,35.947735,139.640396
2023-12-09,埼玉県,ラ・カータ狭山本店,イナズマ広告(赤),B,イナズマ店長,35.865002,139.383392
2023-12-09,埼玉県,ラ・カータ鶴ヶ島777,超・オニゴロ,C,アツ姫,35.928253,139.383026
2023-12-09,埼玉県,ラ・カータ鶴ヶ島777,アツ姫来店,A,アツ姫,35.928253,139.383026
2023-12-09,埼玉県,ラ・カータ鶴ヶ島777,マジテン,C,ギョウテン【関激】,35.928253,139.383026
2023-12-09,埼玉県,一番舘内谷店,ジャッジメントS,C,アツ姫,35.832756,139.633499
2023-12-09,埼玉県,一番舘川越ふじみ野店,ギョウテン,A,ギョウテン【関激】,35.883972,139.543671
2023-12-09,埼玉県,一番舘川越ふじみ野店,新台入替(P-WORLD引用),・,新台入替,35.883972,139.543671
2023-12-09,埼玉県,一番舘東大宮店,ハイローテ7,・,パチエース,35.947857,139.643494
2023-12-09,埼玉県,新！ガーデン八潮店,降臨シリーズ ヘラクレス,C,DMMぱちタウン,35.80061,139.853165
2023-12-09,埼玉県,新！ガーデン八潮店,降臨シリーズ テミス,C,DMMぱちタウン,35.80061,139.853165
2023-12-09,埼玉県,新！ガーデン八潮店,降臨シリーズ オーディン,C,DMMぱちタウン,35.80061,139.853165
2023-12-09,埼玉県,新！ガーデン八潮店,降臨シリーズ アポロン,C,DMMぱちタウン,35.80061,139.853165
2023-12-09,埼玉県,新！ガーデン八潮店,降臨シリーズ アテナ,C,DMMぱちタウン,35.80061,139.853165
2023-12-09,埼玉県,新！ガーデン八潮店,超 Re PLAY取材,C,DMMぱちタウン,35.80061,139.853165
2023-12-09,埼玉県,新！ガーデン八潮店,スコーピオン取材 団結の刻(真紅),B,DMMぱちタウン,35.80061,139.853165
2023-12-09,埼玉県,新！ガーデン八潮店,スロパチステーション潜入取材 メガテン,S,スロパチステーション,35.80061,139.853165
2023-12-09,埼玉県,新！ガーデン北与野店,降臨シリーズ ヘラクレス,C,DMMぱちタウン,35.900146,139.617691
2023-12-09,埼玉県,新！ガーデン北与野店,降臨シリーズ テミス,C,DMMぱちタウン,35.900146,139.617691
2023-12-09,埼玉県,新！ガーデン北与野店,降臨シリーズ オーディン,C,DMMぱちタウン,35.900146,139.617691
2023-12-09,埼玉県,新！ガーデン北与野店,降臨シリーズ アポロン,C,DMMぱちタウン,35.900146,139.617691
2023-12-09,埼玉県,新！ガーデン北与野店,降臨シリーズ アテナ,C,DMMぱちタウン,35.900146,139.617691
2023-12-09,埼玉県,新！ガーデン北与野店,超 Re PLAY取材,C,DMMぱちタウン,35.900146,139.617691
2023-12-09,埼玉県,新！ガーデン北与野店,感謝してます‼取材,C,DMMぱちタウン,35.900146,139.617691
2023-12-09,埼玉県,新！ガーデン北与野店,スコーピオン取材 結束の刻(真紅),C,DMMぱちタウン,35.900146,139.617691
2023-12-09,埼玉県,新！ガーデン北与野店,スロパチステーション潜入取材 メガテン,S,スロパチステーション,35.900146,139.617691
2023-12-09,埼玉県,新！ガーデン北与野店,でちゃう編集部来店(櫻井れな),B,でちゃう！,35.900146,139.617691
2023-12-09,埼玉県,新！ガーデン川口安行店,降臨シリーズ シヴァ,C,DMMぱちタウン,35.842049,139.769913
2023-12-09,埼玉県,新！ガーデン川口安行店,降臨シリーズ オーディン,C,DMMぱちタウン,35.842049,139.769913
2023-12-09,埼玉県,新！ガーデン川口安行店,降臨シリーズ アテナ,C,DMMぱちタウン,35.842049,139.769913
2023-12-09,埼玉県,新！ガーデン川口安行店,スコーピオン取材 DEAD or ALIVE,・,DMMぱちタウン,35.842049,139.769913
2023-12-09,埼玉県,新！ガーデン川口安行店,ぶっ通し7days調査,・,スロットイベ日調査隊Ｚ,35.842049,139.769913
2023-12-09,埼玉県,新！ガーデン川口安行店,あやじゃん来店,B,その他取材・企画,35.842049,139.769913
2023-12-09,埼玉県,新！ガーデン春日部店,降臨シリーズ テミス,C,DMMぱちタウン,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン春日部店,降臨シリーズ オーディン,C,DMMぱちタウン,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン春日部店,降臨シリーズ アポロン,C,DMMぱちタウン,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン春日部店,降臨シリーズ アテナ,C,DMMぱちタウン,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン春日部店,超 Re PLAY取材,C,DMMぱちタウン,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン春日部店,スコーピオン取材 結束の刻(真紅),C,DMMぱちタウン,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン春日部店,スコーピオン取材 団結の刻(真紅),B,DMMぱちタウン,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン春日部店,スコーピオン取材 八咫烏,C,DMMぱちタウン,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン春日部店,スコーピオン取材 カマイタチ,C,DMMぱちタウン,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン春日部店,Dynamite取材 マジ愛取材,C,DMMぱちタウン,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン春日部店,ぶっ通し7days調査,・,スロットイベ日調査隊Ｚ,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン春日部店,苦愛取材～4番は俺だ！,B,パチスロ必勝本,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン春日部店,必勝本ライター来店情報,A,パチスロ必勝本,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン春日部店,裏店長解析(虹バナー),S,裏店長ミリオネア,35.978428,139.751602
2023-12-09,埼玉県,新！ガーデン桶川店,降臨シリーズ オーディン,C,DMMぱちタウン,36.007656,139.558487
2023-12-09,埼玉県,新！ガーデン桶川店,超 Re PLAY取材,C,DMMぱちタウン,36.007656,139.558487
2023-12-09,埼玉県,新！ガーデン桶川店,感謝してます‼取材,C,DMMぱちタウン,36.007656,139.558487
2023-12-09,埼玉県,新！ガーデン桶川店,スコーピオン取材 結束の刻(真紅),C,DMMぱちタウン,36.007656,139.558487
2023-12-09,埼玉県,新！ガーデン桶川店,スコーピオン取材 団結の刻(真紅),B,DMMぱちタウン,36.007656,139.558487
2023-12-09,埼玉県,新！ガーデン桶川店,デジャヴ,B,スクープTV,36.007656,139.558487
2023-12-09,埼玉県,新！ガーデン桶川店,しんのすけの弟子ぺるぺる来店,B,その他取材・企画,36.007656,139.558487
2023-12-09,埼玉県,新！ガーデン桶川店,全体分析,A,ななライズ,36.007656,139.558487
